"","hgnc_symbol","entrez_gene_id","gene_biotype","percentage_gc_content","transcript_count","chromosome_name","start_position","end_position","strand","cds_length","three_prime_utr_length","transcription_factor","transcription_cofactor","chromatin_remodeller","plasma_membrane","apoptosis","cell_cycle_phase"
"ENSG00000229091","HSPA8P8",NA,"processed_pseudogene",44.98,1,"7",10451311,10452526,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229097","CALM2P2",NA,"processed_pseudogene",38.18,1,"10",70163685,70164124,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229102",NA,101928739,"lincRNA",39.86,1,"3",179101366,179147973,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229105","ASTN2-AS1",100128505,"antisense",40.89,1,"9",116504283,116562293,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229106",NA,NA,"processed_pseudogene",58.25,1,"1",23901471,23902737,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229111","MED4-AS1",100873965,"antisense",39.37,1,"13",48077137,48079991,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229116",NA,NA,"lincRNA",41.7,2,"10",44282926,44293709,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229117","RPL41",6171,"protein_coding",46.1,6,"12",56116586,56117943,1,78,307,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229119",NA,NA,"processed_pseudogene",55.25,1,"5",166382305,166382599,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229122","AGBL5-IT1",NA,"sense_intronic",48.97,1,"2",27061038,27061815,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229124","VIM-AS1",100507347,"antisense",43.67,2,"10",17214239,17229985,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229127",NA,NA,"antisense",37.9,1,"2",210030733,210064356,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229132","EIF4A1P10",NA,"processed_pseudogene",48.93,1,"X",92113246,92114461,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229133","RPS7P4",NA,"processed_pseudogene",46.22,1,"1",68242474,68243055,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229140","CCDC26",NA,"lincRNA",39.18,3,"8",129351691,129680239,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229145","ACTBP1",NA,"processed_pseudogene",54.9,1,"X",46288016,46289128,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229147","SMPD4P2",NA,"unprocessed_pseudogene",52.84,1,"13",19152567,19171194,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229152","ANKRD10-IT1",NA,"sense_intronic",38.6,1,"13",110894639,110899172,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229153","EPHA1-AS1",285965,"antisense",41.97,2,"7",143407813,143523449,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229154","KCNQ5-AS1",100873997,"antisense",39.74,1,"6",73134803,73143514,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229160",NA,NA,"lincRNA",42.41,1,"2",38132637,38138946,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229161","TCP1P1",NA,"unprocessed_pseudogene",39.02,1,"7",42794906,42802494,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229172",NA,NA,"processed_pseudogene",45.39,1,"2",227801840,227804705,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229177",NA,NA,"lincRNA",44.46,1,"7",134346071,134350791,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229178",NA,NA,"lincRNA",48.71,1,"3",195655565,195657927,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229180",NA,NA,"lincRNA",51.68,2,"7",66526088,66542624,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229184","ATP5HP2",NA,"processed_pseudogene",42.89,1,"9",2900320,2900804,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229186","ADAM1A",NA,"unitary_pseudogene",46.64,1,"12",111899263,111901391,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229190",NA,NA,"antisense",35.99,1,"10",17695709,17700232,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229191",NA,NA,"antisense",50.23,2,"1",201023949,201028792,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229204","PTGES3P3",NA,"processed_pseudogene",37.76,1,"4",169791221,169791702,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229206",NA,NA,"lincRNA",46.36,1,"10",11030334,11030868,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229209",NA,NA,"lincRNA",38.37,1,"2",103109759,103176260,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229211","KCTD9P6",NA,"processed_pseudogene",41.43,1,"8",31219894,31220984,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229212",NA,NA,"transcribed_unprocessed_pseudogene",44.73,5,"15",85205440,85234795,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229220",NA,NA,"processed_pseudogene",63.95,1,"1",200147531,200148279,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229222","KRT18P4",NA,"processed_pseudogene",55.75,1,"20",49956745,49958032,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229227",NA,NA,"lincRNA",40.22,8,"10",46597918,46612154,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229229",NA,NA,"antisense",41.92,1,"2",70402934,70422678,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229239",NA,NA,"unprocessed_pseudogene",46.76,1,"1",23670294,23680259,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229241","PNPT1P1",NA,"processed_pseudogene",39.14,1,"3",3981981,3984295,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229245",NA,NA,"antisense",40.92,1,"9",122403407,122448977,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229251","HNRNPA1P8",NA,"processed_pseudogene",46.06,1,"7",84983556,84984506,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229255",NA,NA,"lincRNA",36.85,1,"1",248484245,248485484,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229256","ST13P13",NA,"processed_pseudogene",44.14,1,"10",103215709,103216800,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229258",NA,NA,"antisense",42.11,4,"1",211829846,211853703,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229261",NA,101928994,"antisense",48.67,1,"10",69215333,69232490,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229267",NA,NA,"antisense",38.51,2,"2",214810229,214963274,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229273",NA,NA,"processed_pseudogene",62.66,1,"9",39809562,39810019,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229276","REV3L-IT1",NA,"sense_intronic",37.95,1,"6",111360641,111361607,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229282",NA,NA,"lincRNA",54.47,1,"6",3055890,3056761,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229287","FABP5P4",NA,"processed_pseudogene",38.6,1,"13",92180715,92180885,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229301",NA,NA,"lincRNA",39.77,1,"7",63354457,63359306,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229305",NA,NA,"processed_pseudogene",47.44,1,"1",8189824,8192770,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229308",NA,NA,"lincRNA",35.36,1,"Y",4036497,4100320,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229313",NA,NA,"antisense",40.93,1,"6",25041839,25056664,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229320","KRT8P12",NA,"transcribed_processed_pseudogene",50.42,2,"3",160565447,160569248,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229325","ACAP2-IT1",NA,"sense_intronic",33.33,1,"3",195280723,195282741,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229330",NA,NA,"sense_intronic",51.89,1,"17",66676372,66677404,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229331","GK-IT1",NA,"sense_intronic",47.56,1,"X",30671635,30672166,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229336",NA,NA,"processed_pseudogene",34.16,1,"21",19739709,19740150,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229339",NA,NA,"processed_pseudogene",48.83,1,"3",42051181,42051694,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229344",NA,NA,"unprocessed_pseudogene",45.31,1,"1",632757,633438,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229349","ACTG1P9",NA,"processed_pseudogene",50.15,1,"6",46204729,46207386,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229357","CYCSP51",NA,"processed_pseudogene",44.34,1,"1",150903896,150904213,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229358","DPY19L1P1",NA,"unprocessed_pseudogene",38.96,1,"7",32580949,32761787,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229367","HMGN2P19",NA,"processed_pseudogene",50.57,1,"1",229570532,229570796,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229369",NA,NA,"processed_pseudogene",43.37,1,"9",127300093,127300982,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229370",NA,NA,"lincRNA",35.65,1,"2",13537673,13609168,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229373","LINC00452",643365,"lincRNA",45.6,2,"13",113888306,113923512,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229388",NA,NA,"lincRNA",47.96,2,"1",28643228,28648581,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229390","MICD",NA,"unprocessed_pseudogene",57.21,1,"6",29970801,29972464,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229391","HLA-DRB6",3128,"transcribed_unprocessed_pseudogene",44.1,3,"6",32552713,32560022,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229401",NA,NA,"lincRNA",42.75,2,"6",10434316,10456781,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229413",NA,NA,"processed_pseudogene",65.45,1,"7",128653690,128654019,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229415","SFTA3",253970,"protein_coding",40.89,9,"14",36473288,36513829,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229417","NPM1P25",NA,"processed_pseudogene",40.98,1,"10",96189366,96190219,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229419","RALGAPA1P",NA,"processed_pseudogene",40.13,1,"9",105520128,105526359,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229433",NA,101928992,"lincRNA",51.55,1,"3",184756389,184773155,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229444",NA,101929592,"antisense",43.81,1,"1",43709392,43727343,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229447",NA,NA,"processed_pseudogene",39.13,1,"1",31263245,31263681,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229456","RLIMP1",NA,"processed_pseudogene",44.77,1,"13",40618738,40621348,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229463","LYST-AS1",NA,"antisense",42.29,1,"1",235839483,235840182,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229473","RGS17P1",NA,"processed_pseudogene",42.86,1,"13",40992779,40993331,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229474","PATL2",197135,"protein_coding",42.9,9,"15",44665732,44711316,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229487","ALG13-AS1",NA,"antisense",39.66,1,"X",111706649,111711101,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229491",NA,NA,"antisense",39.17,3,"X",45183251,45333917,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229492",NA,NA,"processed_pseudogene",56.54,1,"22",17418697,17419828,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229494",NA,101927948,"lincRNA",36.66,1,"2",78088730,78127806,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229498",NA,NA,"antisense",41.79,1,"2",85815130,85825391,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229502",NA,NA,"antisense",38.64,2,"6",157872571,157875210,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229503",NA,NA,"processed_pseudogene",41.93,1,"2",62532583,62533059,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229509",NA,NA,"unprocessed_pseudogene",41.07,1,"1",206333327,206333438,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229511","GAS2L1P1",NA,"processed_pseudogene",67.03,1,"9",38486859,38488338,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229519",NA,NA,"processed_pseudogene",48.39,1,"1",6547905,6548619,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229521","MYCBP2-AS2",NA,"sense_intronic",42.35,1,"13",77080511,77081190,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229531",NA,101928696,"antisense",39.86,2,"1",174934947,174954261,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229534","HNRNPA1P53",NA,"processed_pseudogene",45.77,1,"11",5571247,5572192,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229539",NA,NA,"antisense",53.17,1,"20",3888239,3888868,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229556",NA,NA,"lincRNA",37.24,1,"13",22851773,22854138,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229557","LINC00379",NA,"lincRNA",39.97,2,"13",91127613,91131407,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229563","LINC01204",101927528,"lincRNA",38.08,3,"X",45505388,45630202,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229567",NA,NA,"processed_pseudogene",35.5,1,"1",93278961,93279129,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229569",NA,NA,"lincRNA",52.83,1,"10",79000484,79003803,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229582",NA,51145,"processed_transcript",46.95,3,"9",125743754,125746552,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229585","RPL21P44",NA,"processed_pseudogene",43.86,1,"4",53986587,53987058,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229586","TNPO1P3",NA,"processed_pseudogene",41.06,1,"17",20481330,20483991,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229587",NA,NA,"sense_intronic",38.86,1,"9",75009828,75016036,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229589","ACVR2B-AS1",100128640,"antisense",56.48,1,"3",38451027,38454820,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229591",NA,NA,"antisense",43.97,1,"7",152120001,152121717,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229593","SUCLA2P3",NA,"processed_pseudogene",44.44,1,"2",25079901,25081689,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229595",NA,NA,"processed_pseudogene",48.08,1,"1",231117831,231118325,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229596","MYL8P",NA,"processed_pseudogene",43.82,1,"6",33338978,33339495,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229598","PRDX3P1",NA,"processed_pseudogene",46.79,1,"22",38722743,38723505,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229604","MTATP8P2",NA,"processed_pseudogene",39.11,1,"2",87824942,87825143,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229605",NA,NA,"processed_pseudogene",43.35,1,"10",28898996,28899484,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229612","SUMO1P2",NA,"processed_pseudogene",37.17,1,"1",168898136,168898439,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229613","LINC01501",NA,"lincRNA",38.97,3,"9",90463524,90582744,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229618",NA,NA,"lincRNA",35.15,2,"7",13101391,13704149,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229619","MBNL1-AS1",401093,"antisense",41.99,2,"3",152262616,152269555,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229622","MTND5P2",NA,"processed_pseudogene",40.77,1,"13",95692538,95693972,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229625",NA,NA,"lincRNA",36.81,1,"8",98961428,98968284,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229636","KRT8P21",NA,"processed_pseudogene",57.08,1,"1",73104792,73106282,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229637","PRAC2",360205,"protein_coding",52.86,2,"17",48723168,48724758,1,273,74,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229638","RPL4P4",NA,"processed_pseudogene",48.29,1,"3",185417495,185418778,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229639",NA,NA,"lincRNA",33.41,1,"1",69433255,69435409,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229644","NAMPTP1",NA,"processed_pseudogene",34.69,1,"10",36521721,36524234,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229649",NA,101927419,"lincRNA",49.33,1,"10",101252821,101263550,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229652",NA,NA,"processed_pseudogene",60.63,1,"1",203353365,203353651,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229656",NA,NA,"lincRNA",41.96,2,"10",32958845,33082102,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229659",NA,NA,"processed_pseudogene",42.01,1,"10",73422259,73422696,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229664",NA,NA,"antisense",40.38,1,"10",6025978,6036427,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229671","LINC01150",NA,"lincRNA",48.91,1,"11",1902647,1907915,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229672",NA,NA,"antisense",45.18,1,"10",3751067,3763226,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229676","ZNF492",57615,"protein_coding",39.03,1,"19",22634324,22667670,1,1596,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229677",NA,NA,"processed_pseudogene",45.37,1,"7",139049456,139050006,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229688","ISPD-AS1",100506025,"antisense",35.97,5,"7",16210488,16270604,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229689",NA,NA,"transcribed_unprocessed_pseudogene",52.41,3,"2",95525345,95532405,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229693",NA,NA,"processed_pseudogene",44.8,1,"X",96620654,96621903,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229694",NA,NA,"lincRNA",44.34,4,"9",91119062,91182762,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229696","KARSP1",NA,"processed_pseudogene",45.43,1,"13",41925598,41927349,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229702",NA,NA,"lincRNA",39.83,1,"X",130477069,130524257,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229703",NA,NA,"lincRNA",42.9,2,"1",248692191,248699110,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229704","EIF2S2P2",NA,"processed_pseudogene",39,1,"3",185245460,185246441,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229708","MARK2P12",NA,"processed_pseudogene",46.84,1,"13",73407768,73408352,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229717",NA,NA,"antisense",42.71,1,"4",75830751,75832705,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229719",NA,NA,"lincRNA",57.99,1,"11",64889560,64893449,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229723","LINC01054",NA,"antisense",42.85,1,"13",114329559,114333948,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229729",NA,NA,"lincRNA",35.65,3,"3",88059274,88138973,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229739",NA,102724919,"antisense",35.3,2,"1",186435161,186470291,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229742",NA,NA,"processed_pseudogene",46.6,1,"1",224297646,224298600,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229743","LINC01159",102682016,"processed_transcript",51.77,2,"2",104865497,104872595,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229751",NA,NA,"antisense",43.39,1,"10",13991815,14007526,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229752","RPL7P10",NA,"processed_pseudogene",40.6,1,"1",81098267,81099005,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229754","CXCR2P1",NA,"transcribed_unprocessed_pseudogene",50.37,2,"2",218059155,218065729,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229765",NA,NA,"processed_pseudogene",45.02,1,"6",10213881,10214362,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229774",NA,NA,"lincRNA",48.94,2,"2",120686635,120710517,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229775",NA,NA,"lincRNA",36.09,4,"10",106140264,106188722,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229791",NA,NA,"lincRNA",45.23,1,"13",19408042,19409529,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229798","KRT18P26",NA,"processed_pseudogene",54.57,1,"2",74306728,74308008,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229806","RPS15P5",NA,"processed_pseudogene",62.5,1,"3",54626215,54626646,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229807","XIST",7503,"lincRNA",39.79,10,"X",73820651,73852753,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,"G0"
"ENSG00000229808",NA,NA,"transcribed_processed_pseudogene",47.73,2,"1",161890833,161892196,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229809","ZNF688",146542,"protein_coding",56.77,7,"16",30569346,30572734,-1,831,569,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229814","RPL35AP21",NA,"processed_pseudogene",44.74,1,"9",71589601,71589933,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229815","CCNB1IP1P1",NA,"processed_pseudogene",43.15,1,"1",44958557,44959395,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229816","DDX50P1",NA,"processed_pseudogene",42.67,1,"2",32201600,32203999,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229817",NA,NA,"processed_pseudogene",38.17,1,"9",114845594,114848585,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229833","PET100",100131801,"protein_coding",55.95,7,"19",7629737,7631956,1,139,83,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229839",NA,NA,"antisense",41.67,2,"2",62069447,62146881,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000229841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
